"","X","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"705",705,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","parker jensen","verified purchase",2023-09-18,5,"        ear  whitei had the nothing ear s before and liked the fit and design of them very much the case was also fun to fidget with i had issues with the noise cancelation where it would always turn off or wasnt calibrated correctly everytime i put them in the headphones would also lose signal every so often and go silent for a secondear  blacki wanted to upgrade as i heard they fixed and upgraded a lot of the featuresnoise cancelation the noise cancelation now has a few more modes and keeps the setting you chose a neat feature now is when you take one ear bud out it automatically switches the other ear bud to transparent mode until you put the other ear bud back in these arent quite as good as my bose qc noise cancelation but do work quite well especially at the gymsound after directly comparing these to the ear s the sound on the ear  is noticeable better the ear  also has a customizable eq in the app music and audiobooks are clearer these also dont have the issue of the first ear s where it would lose connection to my phone every once in a whileear buds still fit great comes with  bud sizes they still look dope the touch buttons have now been replaced with squeeze pressure sensors which remove accidental presses they also play a satisfying feedback click noisecase still sleek and fun to fidget with love the materials they used crispier edges lolcost the cost is reasonable these arent cheap but they wont blow the bankcons here are a few of my only cons the noises when switching noise cancelation modes or connecting can be abrasively highpitchedloud at times wish we could adjust these requires a lot of cleaning depending on how much ear wax you produce lol especially for the case since you can see through it  "
"706",706,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","parker jensen","verified purchase",2023-09-02,5,"      vengo de usar unos sony wf xm los cuales eran casi el doble de caros cuando salieronel sonido es muy bueno pero no es el mejorla cancelacin de ruido es aceptableel modo transparencia es bueno pero lejos de ser perfectolos controles no los termino de entender creo que el truco es presionar fuerte me gusta que son personalizables y hay muchas formas de interaccinel rango de conexin es razonablela aplicacin es excelente tiene muchas opciones de personalizacin y es esttica y bien cuidadason cmodos y no se salenen persona se ven mucho ms bonitos que cualquier foto promocional no puedo dejar de mirarlosla duracin de la batera es adecuadala conexin simultnea a dos dispositivos es mucho mejor que la de sonyse que puede sonar a que no estoy completamente satisfecho pero ajustando todo lo anterior al precio y aadiendo puntos por estilo yo los califico con  estrellas    "
"707",707,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","carlos","verified purchase",2024-02-26,5,"      muy cmodos solo deberan tener gomas un poco ms grandes ya que se las tuve que cambiar porque no me ajustaron bien    "
"708",708,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","roberto cortes","verified purchase",2024-03-10,5,"      tienen unos graves muy buenos y la cancelacin de ruido es una chulada ademas el diseo es de los mejores    "
"709",709,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","gaeldlc","verified purchase",2023-08-11,5,"        i have used so many earbuds over the years they either had great sound but bad fit or great fit and bad sound its been so frustrating i have a wonky right ear and every earbud unless it had a wing tip would fall out of that earcut tothese nothing ear  earbuds i recently started using the amazing nothing phone and thought id give nothings earbuds a try why notimagine my surprise when i put them in my ear and they felt secure and comfortableeven my right ear i didnt feel like it was going to fall out i didnt have to futz with the buds i put them in and they stayedconnecting was as much of a breeze as the airpods theres an app for themlet me tell you about the soundafter my delight at the fit i thought id be disappointed in the sound but i was blown away noise cancelling was great and the sound was so rich and full with great separation sound quality was right up there with the airpods even better id say such a reliefdont sleep on these however i dont know how theyd sound with another phone for not a lot of money its worth trying  "
"710",710,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","gaeldlc","verified purchase",2024-03-01,5,"      estos audfonos son muy muy buenos calidad precio a comparacin de otros audfonos son bastante buenos se escuchan muy muy bien y el volumen es fuerte se puede aumentar ms la calidad de audio y del volumen con el ecualizafor de la aplicacin pero as como vienen suenan bastante bien estos son los segundos que compro y sigo sin arrepentirme los recomiendo bastante    "
"711",711,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","moving stranger","verified purchase",2024-02-11,5,"      tiene un bien  el audio anc y modo ambiente  por el precio  creo lo que no gusto es que el estuche para algo frgil lo cual no es se me a cado varias  veces y no le a pasado nadapero se raya muy fcil    "
"712",712,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","christian","verified purchase",2024-01-31,5,"      esperaba menos del producto pero me impresion la calidad de sonido en relacin al precio    "
"713",713,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","christian","verified purchase",2024-01-28,5,"      audicin clara prcticos y bonitos    "
"714",714,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","oscar groenewold","verified purchase",2024-03-05,5,"        stays in your ears really well  "
"715",715,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","nohemi garcia cruz","verified purchase",2024-02-18,4,"      manejan una calidad extraordinaria por el precio y son hasta el momento los mejores audfonos que he tenido llevo  mes con ellos    "
"716",716,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","sean m brown","verified purchase",2024-02-28,5,"        love the sound and bass  "
"717",717,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","manuel","verified purchase",2024-01-17,5,"        i bought these due to my nd pair of airpods giving out on me ive been using these headphones everyday in the office for about a week now and trust me on what im about to say i havent had to charge them they have such a long battery life and the sound quality is amazing and the app even lets you customize how the music sounds in my opinion these are a   "
"718",718,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","alex s","verified purchase",2024-02-01,5,"        i have a set of airpod pros that ive owned for about  years and these nothing ear s are hands down up there with the rest of them  case is a little larger than usual but it works  no complaints here  "
"719",719,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","romn lpez ","verified purchase",2023-12-16,5,"      tiene muy buenas especificaciones tcnicas pero lo mejor es la experiencia que te generan con la app nothingx que ajuste el audio de acuerdo a tu odo la doble conexin la latencia es casi mnima lo nico malo que podra decir es que la batera dura la mitad si usas todas las funcionalidades pero si aprendes a usar cada una de ella en el momento que se deben usar y no tenerlas encendidas siempre la batera fcilmente dura un  del mximo sin empargo como tienen carga rpida tampoco es tan grave ya que en  min tienes carga de nuevo para varias horas    "
"720",720,"truthear x crinacle zero red dual dynamic drivers inear headphone  ","romn lpez ","verified purchase",2023-11-14,5,"        i love these because ive been looking for a good earbud to talk on the phone with someone at work i work in a warehouse so im qllowed to wear earbuds while i work and it can get loud but the other person can hear me pretty well on their end i also where gloves where i work which has been a hassle with other earbuds bc their touch sensitive to change a song by tapping and id have to take my gloves off everytime in the past but with these theres no tapping which i love its a simple pinch movement on the earbud for all functions and you can also adjust the volume in the app specific to your hearing which i also loved because i dont like my music so loud so adjusting all the features to my liking was nice  "
